"","chr","start","end","gene","geneLength","Liver_LTAL_rep1","Liver_LTAL_rep2","Liver_LTAL_rep3","Liver_LTDR_rep1","Liver_LTDR_rep2","Liver_LTDR_rep3","Liver_Young_rep1","Liver_Young_rep2","Liver_Young_rep3"
"12673","chr1",16093514,16095514,"Rpl7",3139,2.21658840600416,2.54946444710536,2.12568494544374,2.49916961590674,1.80104111765253,2.5424611687672,2.51963489236639,2.25450501257691,1.69638103364441
"12287","chr1",16094962,16096962,"Rdh10",26669,2.6559122342212,3.76201461097254,2.46579453671473,3.17285881671638,2.17800321204492,4.58122720032581,2.89210265906403,3.1465753412944,2.03119307975844
"14207","chr1",16508383,16510383,"Stau2",290493,1.29800221973217,1.08818604449619,0.871530827631931,1.15179121428745,0.795808865939489,1.63101282524689,1.00785395694656,1.41109306542584,0.691944895302327
"15661","chr1",16608367,16610367,"Ube2w",49881,1.5576026636786,1.55455149213741,1.4242089134473,1.17352312399099,0.774866527362134,2.03876603155861,1.77469935897111,1.44353198647011,0.80354891067367
"14581","chr1",16645946,16647946,"Tceb1",14101,1.41781780924591,1.61673355182291,1.63677740799168,1.97760378302186,1.10994394459981,2.08673699700705,2.69491384140058,2.384260696754,1.22764416908477
"15038","chr1",16654271,16656271,"Tmem70",13085,0.898616921353039,0.870548835596951,0.765246580359745,0.934472117252085,0.607327818743294,1.05536123986563,0.942124351058738,0.875850868195348,0.64730328915379
"8860","chr1",16677536,16679536,"Ly96",21150,0.519200887892867,0.684002656540462,0.743989730905307,0.630225381402569,0.607327818743294,0.623622550829692,1.02976382557583,0.794753565584667,0.691944895302327
"8053","chr1",17086970,17088970,"Jph1",102950,1.93701869713877,2.26964517852062,1.84934590253605,2.04279951213247,1.71727176334311,3.19006920232112,2.16907699429803,2.41669961779827,1.495493805976
"6286","chr1",17134453,17136453,"Gdap1",18898,0.439323828217041,0.435274417798476,0.340109591270998,0.369442464960127,0.523558464433874,0.407753206311721,0.460107241214733,0.470364355141946,0.513378470708178
"11046","chr1",17590981,17592981,"Pi15",29039,0.27956970886539,0.217637208899238,0.40388013963431,0.499833923181348,0.397904432969745,0.359782240863284,0.482017109844006,0.259511368354177,0.535699273782447
"4027","chr1",17716497,17718497,"Crispld1",38791,0.718893537082431,0.52854750732672,0.637705483633121,0.456370103774274,0.753924188784779,0.551666102657035,0.43819737258546,0.583900578796898,0.446416061485372
"4026","chr1",18126132,18128132,"Crisp4",21861,0.119815589513739,0.155455149213741,0.148797946181061,0.239051006738906,0.12565403146413,0.0959419308968756,0.153369080404911,0.162194605221361,0.200887227668418
"14687","chr1",19092102,19094102,"Tfap2d",63311,0.219661914108521,0.310910298427483,0.212568494544374,0.282514826145979,0.230365724350905,0.335796758139065,0.482017109844006,0.324389210442721,0.49105766763391
"14685","chr1",19201134,19203134,"Tfap2b",26681,0.419354563298085,0.404183387955727,0.382623290179872,0.369442464960127,0.29319274008297,0.239854827242189,0.372467766697641,0.45414489461981,0.446416061485372
"655","chr1",20345534,20347534,"4930486I03Rik",35847,0.419354563298085,0.342001328270231,0.255082193453248,0.521565832884885,0.481673787279164,0.21586934451797,0.394377635326914,0.178414065743497,0.580340879930984
"11144","chr1",20607138,20609138,"Pkhd1",560279,0.399385298379128,0.466365447641224,0.892787677086369,0.717153020216717,0.753924188784779,0.623622550829692,1.0516736942051,0.794753565584667,0.580340879930984
"7768","chr1",20719985,20721985,"Il17a",3592,0.539170152811823,0.342001328270231,0.446393838543184,0.478102013477811,0.607327818743294,0.383767723587503,0.416287503956187,0.519022736708354,0.446416061485372
"7771","chr1",20773351,20775351,"Il17f",7122,0.179723384270608,0.217637208899238,0.340109591270998,0.434638194070737,0.439789110124454,0.359782240863284,0.350557898068368,0.356828131486994,0.290170439965492
"9084","chr1",20809294,20811294,"Mcm3",17200,1.07834030562365,0.994912954967944,1.55175001017393,1.45603795013697,0.691097173052714,1.12731768803829,1.79660922760038,1.54084874960293,1.07139854756489
"10695","chr1",20879702,20881702,"Paqr8",48135,1.21812516005634,1.67891561150841,1.44546576290174,1.2387188531016,1.31936733037336,1.53507089435001,1.40223159227347,1.23267899968234,1.02675694141636
"5121","chr1",20940706,20942706,"Efhc1",39216,1.5576026636786,1.33691428323817,1.40295206399287,1.15179121428745,0.691097173052714,1.12731768803829,1.46796119816129,1.67060443378001,0.959794532193551
"15255","chr1",21068290,21070290,"Tram2",77832,2.3364039955179,3.20237607380307,2.48705138616917,2.41224197709259,1.44502136183749,2.61441761693986,2.91401252769331,2.91950289398449,1.80798504901576
"14921","chr1",21207711,21209711,"Tmem14a",11537,0.938555451190952,1.30582325339543,0.956558225449681,0.825812568734401,0.837693543094199,1.17528865348673,1.16122303735147,1.07048439446098,1.09371935063916
"7144","chr1",21229669,21231669,"Gsta3",24971,0.55913941773078,0.373092358112979,1.16912671999405,1.56469749865465,0.649212495898004,0.791520929899224,0.964034219688011,1.08670385498312,0.892832122970745
"8194","chr1",21338757,21340757,"Khdc1a",2523,0.119815589513739,0.186546179056489,0.255082193453248,0.173855277628295,0.12565403146413,0.21586934451797,0.21909868629273,0.308169749920585,0.290170439965492
"8195","chr1",21372636,21374636,"Khdc1b",2829,0.339477503622259,0.310910298427483,0.31885274181656,0.239051006738906,0.37696209439239,0.21586934451797,0.284828292180549,0.389267052531266,0.379453652262566
"8144","chr1",21951023,21953023,"Kcnq5",563540,1.13824810038052,1.71000664135115,1.02032877381299,0.977935936659159,0.963347574558329,0.959419308968756,0.832575007912373,1.26511792072661,0.781228107599402
"10457","chr1",23389014,23391014,"Ogfrl1",16752,2.05683428665251,2.48728238741986,2.84841782689461,2.8903439905704,1.86386813338459,3.28601113321799,3.30839016302022,2.95194181502876,1.71870183671868
"2310","chr1",23767764,23769764,"B3gat2",85933,1.27803295481321,1.95873488009314,1.08409932217631,1.15179121428745,1.19371329890923,1.10333220531407,0.788755270653827,1.02182601289457,1.02675694141636
"13749","chr1",23928128,23930128,"Smap1",76663,1.2380944249753,1.39909634292367,1.36043836508399,1.71682086657941,1.08900160602246,1.79891120431642,1.42414146090274,1.52462928908079,0.714265698376596
"62","chr1",24011479,24013479,"1110058L19Rik",9702,0.858678391515126,0.684002656540462,0.871530827631931,0.869276388141475,0.544500803011229,0.839491895347662,1.16122303735147,1.10292331550525,0.714265698376596
"5571","chr1",24106180,24108180,"Fam135a",89584,2.11674208140938,2.08309899946413,1.5942637090828,1.76028468598649,1.34030966895072,1.99079506611017,1.99379804526384,1.93011580213419,1.04907774449063
"3868","chr1",24183448,24185448,"Col9a1",75129,0.579108682649736,0.652911626697713,0.595191784724246,0.565029652291959,0.460731448701809,0.43173868903594,0.59156645299037,0.421705973575538,0.446416061485372
"3837","chr1",24593276,24595276,"Col19a1",329755,0.639016477406605,0.901639865439699,0.765246580359745,0.543297742588422,0.607327818743294,0.743549964450786,0.394377635326914,0.600120039319035,0.64730328915379
"8656","chr1",24684382,24686382,"Lmbrd1",137764,1.93701869713877,2.11419002930688,2.12568494544374,2.04279951213247,1.50784837756956,1.99079506611017,2.08143751978093,2.05987148631128,1.36156898753039
"2444","chr1",25885552,25887552,"Bai3",762232,0.55913941773078,0.497456477483972,0.446393838543184,0.434638194070737,0.356019755815035,0.455724171760159,0.569656584361098,0.356828131486994,0.312491243039761
"11017","chr1",30919101,30921101,"Phf3",60915,0.119815589513739,0.217637208899238,0.170054795635499,0.260782916442443,0.230365724350905,0.0719564481726567,0.21909868629273,0.113536223654952,0.267849636891223
"11900","chr1",31005600,31007600,"Ptp4a1",9453,2.77572782373494,3.26455813348857,2.69961988071354,3.25978645553053,1.73821410192046,3.19006920232112,4.2943342513375,3.16279480181653,1.89726826131283
"8585","chr1",31232279,31234279,"Lgsn",28291,0.399385298379128,0.248728238741986,0.425136989088747,0.412906284367201,0.356019755815035,0.623622550829692,0.416287503956187,0.45414489461981,0.535699273782447
"8197","chr1",32228650,32230650,"Khdrbs2",484933,0.938555451190952,0.901639865439699,0.680219182541995,0.630225381402569,0.544500803011229,0.623622550829692,0.503926978473279,0.713656262973987,0.468736864559641
"11605","chr1",33725603,33727603,"Prim2",215948,0.658985742325562,0.963821925125196,0.829017128723057,0.782348749327327,0.439789110124454,0.815506412623443,0.920214482429465,1.03804547341671,0.870511319896476
"12034","chr1",33775740,33777740,"Rab23",22669,1.17818663021843,1.15036810418169,0.999071924358556,0.977935936659159,0.795808865939489,1.46311444617735,0.964034219688011,0.90828978923962,0.691944895302327
"2436","chr1",33813595,33815595,"Bag2",12267,1.0983095705426,1.30582325339543,1.06284247272187,1.21698694339806,1.34030966895072,1.48709992890157,0.964034219688011,1.1678011575938,0.669624092228059
"16607","chr1",33870272,33872272,"Zfp451",52675,1.01843251086678,1.27473222355268,0.935301375995244,1.15179121428745,1.23559797606394,1.67898379069532,0.964034219688011,1.50840982855865,0.870511319896476
"2528","chr1",33963466,33965466,"Bend6",55570,1.0983095705426,0.808366775911454,0.829017128723057,0.76061683962379,1.00523225171304,0.959419308968756,0.766845402024554,0.82719248662894,0.64730328915379
"4930","chr1",34067669,34069669,"Dst",296828,1.07834030562365,1.15036810418169,0.871530827631931,1.13005930458392,0.921462897403619,1.03137575714141,0.942124351058738,1.13536223654952,1.04907774449063
"3000","chr1",34495517,34497517,"Ccdc115",3003,2.13671134632834,2.54946444710536,2.33825343998811,2.58609725472089,1.42407902326014,2.13470796245548,2.89210265906403,2.75730828876313,1.38388979060465
"7843","chr1",34495673,34497673,"Imp4",5919,2.03686502173356,2.51837341726261,2.31699659053367,2.56436534501735,1.42407902326014,2.11072247973126,2.82637305317621,2.72486936771886,1.38388979060465
"11914","chr1",34515590,34517590,"Ptpn18",14034,0.978493981028865,1.67891561150841,1.16912671999405,1.30391458221221,0.628270157320649,1.48709992890157,1.18313290598074,1.24889846020448,0.915152926045013
"11757","chr1",34554274,34556274,"Prss39",4633,0.978493981028865,0.963821925125196,0.871530827631931,0.717153020216717,0.670154834475359,0.959419308968756,0.569656584361098,0.924509249761756,0.624982486079521
"3479","chr1",34591492,34593492,"Cfc1",8664,0.299538973784346,0.404183387955727,0.531421236360934,0.521565832884885,0.230365724350905,0.359782240863284,0.372467766697641,0.227072447309905,0.267849636891223
"11758","chr1",34616788,34618788,"Prss40",8612,0.55913941773078,0.901639865439699,0.595191784724246,0.76061683962379,0.837693543094199,0.527680619932816,0.503926978473279,0.648778420885443,0.937473729119282
"1979","chr1",34857566,34859566,"Arhgef4",11033,1.25806368989425,1.15036810418169,1.21164041890293,0.956204026955622,1.17277096033188,1.29521606710782,0.898304613800192,1.42731252594797,0.870511319896476
"5606","chr1",34898895,34900895,"Fam168b",29833,1.37787927940799,1.27473222355268,1.38169521453843,1.21698694339806,0.942405235980974,1.00739027441719,1.16122303735147,1.24889846020448,0.714265698376596
"11235","chr1",34905803,34907803,"Plekhb2",29627,1.01843251086678,1.21255016386718,0.765246580359745,0.651957291106106,0.900520558826264,0.815506412623443,1.00785395694656,0.892070328717484,0.892832122970745
"15715","chr1",36300147,36302147,"Uggt1",104275,1.21812516005634,1.18145913402443,0.999071924358556,1.2387188531016,0.753924188784779,1.58304185979845,1.18313290598074,1.45975144699225,0.691944895302327
"9993","chr1",36329270,36331270,"Neurl3",8824,1.03840177578573,1.11927707433894,1.40295206399287,1.04313166576977,0.502616125856519,1.07934672258985,1.00785395694656,0.90828978923962,0.892832122970745
"1993","chr1",36363577,36365577,"Arid5a",16297,1.25806368989425,1.33691428323817,1.57300685962836,1.30391458221221,1.0680592674451,1.43912896345313,1.9499783080053,1.67060443378001,1.04907774449063
"552","chr1",36425026,36427026,"4632411B12Rik",33452,1.2380944249753,1.11927707433894,1.33918151562955,1.49950176954404,0.921462897403619,1.51108541162579,1.31459211775638,1.55706821012506,0.870511319896476
"8653","chr1",36501084,36503084,"Lman2l",22054,1.13824810038052,1.08818604449619,1.08409932217631,0.804080659030864,0.858635881671554,1.05536123986563,1.3803217236442,1.21645953916021,0.848190516822207
"3779","chr1",36527441,36529441,"Cnnm4",37180,2.25652693584208,2.5805554769481,2.04065754762599,1.73855277628295,1.75915644049782,2.35057730697345,1.97188817663457,2.23828555205478,1.33924818445612
"3778","chr1",36567720,36569720,"Cnnm3",16362,2.45621958503164,2.82928371569009,2.57207878398692,2.6512929838315,1.63350240903369,3.28601113321799,3.04547173946894,3.03303911763944,1.65173942749588
"1738","chr1",36591574,36593574,"Ankrd23",5196,1.25806368989425,1.52346046229466,1.12661302108518,0.782348749327327,1.23559797606394,1.41514348072892,1.3803217236442,1.68682389430215,1.1383609567877
"1751","chr1",36603046,36605046,"Ankrd39",9029,2.31643473059894,2.6427375366336,2.46579453671473,2.12972715094661,1.23559797606394,2.51847568604299,2.69491384140058,2.28694393362119,1.69638103364441
"13043","chr1",36614226,36616226,"Sema4c",9740,1.65744898827338,2.39400929789162,1.61552055853724,1.97760378302186,1.34030966895072,1.87086765248908,1.57751054130765,2.17340770996623,1.20532336601051
"5620","chr1",36739028,36741028,"Fam178b",120488,0.798770596758257,0.994912954967944,0.807760279268619,0.738884929920254,0.502616125856519,0.767535447175005,0.832575007912373,0.664997881407579,0.736586501450864
"1331","chr1",36765770,36767770,"Actr1b",10724,1.2380944249753,1.36800531308092,1.33918151562955,1.36911031132282,0.942405235980974,1.55905637707423,1.92806843937602,1.81657957847924,1.18300256293624
"16380","chr1",36817705,36819705,"Zap70",20956,0.898616921353039,0.994912954967944,0.72273288145087,0.804080659030864,0.858635881671554,1.15130317076251,0.723025664766008,0.875850868195348,0.848190516822207
"14906","chr1",36995372,36997372,"Tmem131",147339,1.75729531286817,2.73601062616185,2.31699659053367,2.04279951213247,1.29842499179601,2.6623885823883,2.25671646881512,2.48157745988682,1.36156898753039
"3762","chr1",37275105,37277105,"Cnga3",44124,0.738862802001388,0.652911626697713,0.531421236360934,0.651957291106106,0.670154834475359,0.815506412623443,0.43819737258546,0.794753565584667,0.558020076856716
"7868","chr1",37355737,37357737,"Inpp4a",110843,1.33794074957008,1.30582325339543,1.55175001017393,1.58642940835819,0.816751204516844,1.51108541162579,1.77469935897111,1.65438497325788,1.07139854756489
"898","chr1",37485948,37487948,"6330578E17Rik",13019,2.07680355157147,2.20746311883513,1.80683220362717,1.67335704717234,1.34030966895072,1.91883861793751,2.23480660018584,2.17340770996623,1.18300256293624
"15760","chr1",37486016,37488016,"Unc50",8953,2.05683428665251,2.17637208899238,1.78557535417274,1.62989322776527,1.36125200752807,1.94282410066173,2.21289673155657,2.22206609153264,1.16068175986197
"9239","chr1",37592104,37594104,"Mgat4a",96920,0.499231622973911,0.373092358112979,0.531421236360934,0.412906284367201,0.29319274008297,0.479709654484378,0.569656584361098,0.519022736708354,0.513378470708178
"332","chr1",37775656,37777656,"2010300C02Rik",108136,0.698924272163475,1.18145913402443,0.829017128723057,0.673689200809643,0.921462897403619,0.863477378071881,0.460107241214733,0.632558960363307,0.513378470708178
"15426","chr1",37920924,37922924,"Tsga10",110304,3.87403739427755,4.81910962562598,4.42142468652297,3.3032502749376,1.54973305472427,4.053546580393,4.3819737258546,4.29815703836606,2.45528833816955
"9287","chr1",37946256,37948256,"Mitd1",11522,0.898616921353039,1.30582325339543,1.04158562326743,1.10832739488038,0.816751204516844,1.00739027441719,1.48987106679056,1.20024007863807,0.602661683005253
"9468","chr1",37946397,37948397,"Mrpl30",7781,0.938555451190952,1.27473222355268,1.04158562326743,1.06486357547331,0.774866527362134,1.00739027441719,1.46796119816129,1.20024007863807,0.535699273782447
"8863","chr1",37972338,37974338,"Lyg2",10571,0.599077947568693,0.684002656540462,0.40388013963431,0.586761561995496,0.544500803011229,0.575651585381254,0.482017109844006,0.437925434097674,0.468736864559641
"8862","chr1",38013604,38015604,"Lyg1",11022,0.579108682649736,0.404183387955727,0.488907537452059,0.369442464960127,0.481673787279164,0.311811275414846,0.503926978473279,0.291950289398449,0.357132849188298
"15591","chr1",38053053,38055053,"Txndc9",13342,2.37634252535581,2.95364783506108,2.74213357962242,2.19492288005722,1.46596370041485,2.37456278969767,2.78255331591767,2.7897472098074,1.47317300290173
"5214","chr1",38053854,38055854,"Eif5b",57570,2.55606590962642,3.07801195443208,2.72087673016798,2.17319097035369,1.46596370041485,2.56644665149142,2.95783226495185,2.95194181502876,1.51781460905027
"12341","chr1",38185507,38187507,"Rev1",76877,2.35637326043686,3.01582989474658,2.80590412798573,2.6512929838315,1.40313668468278,3.81369175315081,2.58536449825421,2.85462505189595,1.60709782134734
"1462","chr1",38720800,38722800,"Aff3",487629,0.718893537082431,0.621820596854965,0.807760279268619,0.69542111051318,0.691097173052714,0.575651585381254,0.701115796136735,0.762314644540395,0.669624092228059
"8685","chr1",38877060,38879060,"Lonrf2",26707,0.339477503622259,0.310910298427483,0.510164386906496,0.434638194070737,0.502616125856519,0.359782240863284,0.503926978473279,0.45414489461981,0.49105766763391
"3579","chr1",38954005,38956005,"Chst10",34288,0.738862802001388,0.777275746068706,0.658962333087558,0.499833923181348,0.586385480165939,0.839491895347662,0.43819737258546,0.389267052531266,0.558020076856716
"10130","chr1",38994993,38996993,"Nms",11128,0.419354563298085,0.652911626697713,0.446393838543184,0.434638194070737,0.4188467715471,0.575651585381254,0.416287503956187,0.421705973575538,0.558020076856716
"10827","chr1",39043658,39045658,"Pdcl3",9423,1.89708016730086,2.11419002930688,2.31699659053367,2.064531421836,1.15182862175452,2.68637406511252,3.35220990027877,2.72486936771886,1.47317300290173
"10184","chr1",39250116,39252116,"Npas2",168969,1.35791001448904,1.64782458166566,0.914044526540806,0.999667846362696,0.795808865939489,1.41514348072892,0.854484876541646,1.65438497325788,0.758907304525133
"12658","chr1",39423695,39425695,"Rpl31",4060,1.6973875181113,1.61673355182291,1.40295206399287,1.54296558895112,1.27748265321865,1.87086765248908,1.90615857074675,2.07609094683342,1.09371935063916
"14532","chr1",39534592,39536592,"Tbc1d8",107251,1.57757192859756,2.26964517852062,1.63677740799168,2.02106760242893,1.31936733037336,2.30260634152502,2.58536449825421,1.91389634161206,1.47317300290173
"4388","chr1",39591646,39593646,"D1Bwg0212e",11076,1.77726457778712,1.61673355182291,1.53049316071949,1.32564649191575,1.15182862175452,1.75094023886798,1.79660922760038,2.1571882494441,1.24996497215904
"12542","chr1",39633192,39635192,"Rnf149",26049,2.63594296930225,2.73601062616185,2.91218837525792,2.30358242857491,1.21465563748659,2.37456278969767,2.30053620607366,2.80596667032954,1.45085219982746
"4012","chr1",39707027,39709027,"Creg2",32777,1.03840177578573,1.46127840260917,0.807760279268619,0.76061683962379,0.774866527362134,1.15130317076251,0.569656584361098,0.859631407673212,0.513378470708178
"12369","chr1",39776834,39778834,"Rfx8",55689,0.698924272163475,0.559638537169469,0.786503429814182,0.412906284367201,0.481673787279164,0.575651585381254,0.43819737258546,0.551461657752626,0.580340879930984
"8988","chr1",39956757,39958757,"Map4k4",125398,1.35791001448904,1.7410976711939,1.48797946181061,1.60816131806173,1.31936733037336,2.59043213421564,1.42414146090274,1.36243468385943,0.937473729119282
"7790","chr1",40140612,40142612,"Il1r2",40458,0.639016477406605,0.71509368638321,0.616448634178683,0.478102013477811,0.628270157320649,0.743549964450786,0.701115796136735,0.875850868195348,0.669624092228059
"6663","chr1",40141696,40143696,"Gm16894",9640,0.7788013318393,1.02600398481069,0.701476031996433,0.804080659030864,0.753924188784779,1.00739027441719,0.59156645299037,0.90828978923962,1.00443613834209
"7789","chr1",40322430,40324430,"Il1r1",49592,1.03840177578573,1.24364119370993,1.33918151562955,0.891008297845012,0.921462897403619,1.46311444617735,0.964034219688011,1.42731252594797,0.892832122970745
"7795","chr1",40380471,40382471,"Il1rl2",40845,0.479262358054954,0.808366775911454,0.488907537452059,0.586761561995496,0.314135078660325,0.503695137208597,0.547746715731825,0.664997881407579,0.624982486079521
"7794","chr1",40496472,40498472,"Il1rl1",24787,0.439323828217041,0.342001328270231,0.297595892362123,0.391174374663664,0.272250401505615,0.239854827242189,0.547746715731825,0.162194605221361,0.468736864559641
